No,Date,DateOfWeek,Eat In,TotalNetSales,Forecast,VarianceÂ (NetÂ SalesÂ -Â LastÂ Year),Is_Holiday,Holiday_Name,temp,feelslike,conditions,description,icon
548,02/12/2022,Fri,4831.22,5561.75,5000,5561.75,0,,1.7,-0.1,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain
549,03/12/2022,Sat,6934.46,7607.91,7300,7607.91,0,,4.2,0,Overcast,Cloudy skies throughout the day.,cloudy
550,04/12/2022,Sun,3243.47,3491.93,3500,3491.93,0,,3,-1.6,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
551,05/12/2022,Mon,3833.1,4495.64,3200,4495.64,0,,4.6,0.9,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain
552,06/12/2022,Tue,3814.57,4219.04,3200,4219.04,0,,4,0.7,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
553,07/12/2022,Wed,4140.42,4517.99,3800,4517.99,0,,1.4,-1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
554,08/12/2022,Thu,4657.95,5172.62,4000,5172.62,0,,0.4,-2.1,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain
555,09/12/2022,Fri,4959.07,5883.47,5500,5883.47,0,,-0.4,-2.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
556,10/12/2022,Sat,5351.13,5878.57,6500,5878.57,0,,0.8,-2.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
557,11/12/2022,Sun,3897.12,4113.42,3400,4113.42,0,,-0.2,-2.2,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow
558,12/12/2022,Mon,4310.96,4652.57,3800,-230.2,0,,-1.5,-5.3,Overcast,Cloudy skies throughout the day.,cloudy
559,13/12/2022,Tue,4488.32,5010.87,3500,1355.83,0,,-1.2,-6.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
560,14/12/2022,Wed,4838.3,5214.57,4500,1970.47,0,,-2.4,-8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
561,15/12/2022,Thu,5964.36,6578.73,4600,2028.07,0,,-2.4,-7,Clear,Clear conditions throughout the day.,clear-day
562,16/12/2022,Fri,6454.82,7219.86,6000,2413.62,0,,-0.9,-3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
563,17/12/2022,Sat,7381.38,8226.98,8000,2493.75,0,,2.6,-0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
564,18/12/2022,Sun,3554.46,3797.51,3400,672.5,0,,4.9,1.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain
565,19/12/2022,Mon,6559.37,7459.32,5200,3026.23,0,,12.1,12.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
566,20/12/2022,Tue,5007.48,5426.49,5500,245.5,0,,7.9,5.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
567,21/12/2022,Wed,6466.57,7081.52,5800,1732.07,0,,7.8,5.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
568,22/12/2022,Thu,6080.82,6578.27,5800,2082.18,0,,8.3,6.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
569,23/12/2022,Fri,6586.34,7367.2,5500,5264.22,0,,8.8,7.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
570,24/12/2022,Sat,2411.47,2723.42,3000,2723.42,0,,8.6,6.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
571,27/12/2022,Tue,5980.28,6321.82,5000,3608.77,1,Christmas Day (observed),7,3.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
572,28/12/2022,Wed,6266.62,6835.99,6500,1948.71,0,,9.5,7.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
573,29/12/2022,Thu,6890.58,7229.97,6500,1868.9,0,,6.4,2.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
574,30/12/2022,Fri,7278.31,8023.36,6500,5001.76,0,,9,6.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
575,31/12/2022,Sat,4001.29,4349.7,5000,4349.7,0,,10.7,10.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
576,02/01/2023,Mon,4807.08,5021.62,5800,578.67,1,New Year's Day (observed),5.3,3.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
577,03/01/2023,Tue,2527.17,3113.63,2800,445.29,0,,9.4,8.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
578,04/01/2023,Wed,2796.67,3112.32,2800,541.07,0,,11.7,11.7,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
579,05/01/2023,Thu,2324.85,2604.86,2800,417.2,0,,10.9,10.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
580,06/01/2023,Fri,3277.39,3816.5,4500,-547.25,0,,9.2,7.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
581,07/01/2023,Sat,6730.52,7500.92,6500,1869.3,0,,9.8,8.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
582,08/01/2023,Sun,3651.52,3930.12,3000,1093.26,0,,6.8,3.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
583,09/01/2023,Mon,1608.23,2180.05,2500,-2.53,0,,6.5,2.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
584,10/01/2023,Tue,1857.64,2352.19,2600,86.61,0,,9.4,8.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
585,11/01/2023,Wed,2133.29,2560.75,2800,-100.68,0,,8.3,4.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
586,12/01/2023,Thu,1803.27,2228.26,2800,-246.8,0,,9.9,8.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
587,13/01/2023,Fri,3037.89,3897.46,4200,762.23,0,,7.7,4.2,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain
588,14/01/2023,Sat,6887.05,7831.14,6200,2897,0,,8.3,5.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
589,15/01/2023,Sun,3071.26,3316.68,3100,564.09,0,,4.6,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
590,16/01/2023,Mon,1999.65,2359.16,2300,306.86,0,,2.2,-1.3,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain
591,17/01/2023,Tue,2107.72,2564.87,2300,645.76,0,,-1.7,-3.6,Clear,Clear conditions throughout the day.,clear-day
592,18/01/2023,Wed,1670.19,2203.24,2600,21.02,0,,0.9,-2.8,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain
593,19/01/2023,Thu,2110.3,2638.04,2800,-124.52,0,,0.8,-1.1,Rain,Clear conditions throughout the day with morning rain.,rain
594,20/01/2023,Fri,3310.59,3883.92,4400,-393.84,0,,1.2,-1.1,Clear,Clear conditions throughout the day.,clear-day
595,21/01/2023,Sat,6744.53,7383.4,6800,1279.28,0,,-1.2,-3.2,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain
596,22/01/2023,Sun,2992.13,3211.77,3200,149.83,0,,-0.8,-2.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
597,23/01/2023,Mon,1420.74,1835.85,2300,219.84,0,,0.3,-0.6,"Snow, Rain",Clear conditions throughout the day with rain or snow in the morning and afternoon.,rain
598,24/01/2023,Tue,1684.93,2016.09,2300,-168.32,0,,-1,-1.1,"Snow, Rain",Clear conditions throughout the day with rain or snow in the morning and afternoon.,rain
599,25/01/2023,Wed,2112.29,2637.25,2700,-20.19,0,,1.5,0.2,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain
600,26/01/2023,Thu,1574.23,2144.57,2800,-674.62,0,,4.5,1.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
601,27/01/2023,Fri,3184.19,3865.08,4600,-291.03,0,,3.2,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
602,28/01/2023,Sat,7054.22,8131.86,8000,-64.83,0,,3.1,2.2,Overcast,Cloudy skies throughout the day.,cloudy
603,29/01/2023,Sun,3289.7,3505.51,3500,272.46,0,,6,3.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
604,30/01/2023,Mon,1213.85,2052.02,2100,-8.83,0,,6.5,3.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
605,31/01/2023,Tue,1782.48,2404.23,2400,-347.85,0,,6.9,3.9,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain
606,01/02/2023,Wed,2875.63,3408.26,2500,893.85,0,,7.3,4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
607,02/02/2023,Thu,2247.08,2709.76,2500,38.54,0,,8.6,6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
608,03/02/2023,Fri,3232.36,4222.51,3700,375.95,0,,9.1,7.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
609,04/02/2023,Sat,5779.88,6745.76,7500,1235.1,0,,7.4,5.3,Overcast,Cloudy skies throughout the day.,cloudy
610,05/02/2023,Sun,3298.03,3507.72,3400,320.99,0,,4.3,1.7,Clear,Clear conditions throughout the day.,clear-day
611,06/02/2023,Mon,1546.22,1939.25,2100,-150.14,0,,3.5,1.7,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain
612,07/02/2023,Tue,1698.87,2411.69,2000,495.68,0,,3.3,2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
613,08/02/2023,Wed,1902.5,2247.42,2600,-456.92,0,,3.3,1.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
614,09/02/2023,Thu,1838.28,2352,2600,-162.27,0,,5.5,3.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
615,10/02/2023,Fri,3612.96,4684.48,4500,-22.02,0,,5,2.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
616,11/02/2023,Sat,5100.05,5823.35,7500,-1094.39,0,,7.9,6.5,Overcast,Cloudy skies throughout the day.,cloudy
617,12/02/2023,Sun,2580.7,2993.89,3400,-769.49,0,,6.8,4.8,Overcast,Cloudy skies throughout the day.,cloudy
618,13/02/2023,Mon,2787.92,3359.88,4000,-524.35,0,,6.4,4.1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
619,14/02/2023,Tue,3605.97,4662.41,5500,1950.16,0,,6.8,5.4,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain
620,15/02/2023,Wed,2813.03,3330.06,4500,416.96,0,,6.9,5.7,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
621,16/02/2023,Thu,3264.67,3676.56,4500,1294.47,0,,9.4,7.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
622,17/02/2023,Fri,4800.8,5774.56,5000,3462.75,0,,10.8,10.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
623,18/02/2023,Sat,5056.26,5969.88,5700,1162.55,0,,10.1,8.7,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain
624,19/02/2023,Sun,2107.31,2204.37,3000,-1079.84,0,,8.1,5.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
625,20/02/2023,Mon,2134.95,2838.21,2200,-1037.46,0,,8.3,5.8,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
626,21/02/2023,Tue,1889.57,2318,2400,-2086.63,0,,7.2,5.8,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
627,22/02/2023,Wed,2685.72,3089.88,2500,-2394.46,0,,6.3,3.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
628,23/02/2023,Thu,2803.03,3355.09,2500,-2387.05,0,,5,1.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
629,24/02/2023,Fri,3563.29,4745.96,3800,-1030.93,0,,4.4,2.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain
630,25/02/2023,Sat,5271.32,6512.13,7000,621.55,0,,3.6,-0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
631,26/02/2023,Sun,2646.78,2843.76,3300,-28.37,0,,3.2,-0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
632,27/02/2023,Mon,2276.8,2576.46,2300,-446.21,0,,3.1,-0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
633,28/02/2023,Tue,2042.49,2866,2400,541.32,0,,4.5,1.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
634,01/03/2023,Wed,1958.77,2685.7,2600,-220.19,0,,5.1,1.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
635,02/03/2023,Thu,2547.06,3038.2,3300,274.06,0,,4.2,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
636,03/03/2023,Fri,3549.52,4746.87,4000,854.71,0,,3.7,0.7,Overcast,Cloudy skies throughout the day.,cloudy
637,04/03/2023,Sat,6826.38,7781.73,7000,1276.53,0,,4,1.5,Overcast,Cloudy skies throughout the day.,cloudy
638,05/03/2023,Sun,2920.43,3317.03,3200,187.56,0,,3.3,1.5,Overcast,Cloudy skies throughout the day.,cloudy
639,06/03/2023,Mon,1998.08,2412.21,2350,87.91,0,,5.5,2.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
640,07/03/2023,Tue,1766.55,2405.39,2450,380.41,0,,3,0.8,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow
641,08/03/2023,Wed,1314.77,2216.23,2600,-480.58,0,,1,-4,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow
642,09/03/2023,Thu,2329.57,3243.76,2600,673.18,0,,5.5,2.4,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain
643,10/03/2023,Fri,3201.36,4197.98,4400,-144.25,0,,3.2,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow
644,11/03/2023,Sat,6281.12,7167.85,6600,946.61,0,,3.5,0.6,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain
645,12/03/2023,Sun,3033.44,3485.52,3000,342.59,0,,9.9,8.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
646,13/03/2023,Mon,1807.8,2449.98,2000,482.32,0,,11,10.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
647,14/03/2023,Tue,1903.97,2240.33,2300,262.65,0,,5.6,2.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
648,15/03/2023,Wed,3197.62,4009.54,3300,925.05,0,,4.6,2.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
649,16/03/2023,Thu,3219.74,4040.21,3300,2109.62,0,,9.9,8.4,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
650,17/03/2023,Fri,3565.16,4342.02,3800,790.12,0,,10.9,10.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
651,18/03/2023,Sat,5736.12,6485.92,6300,2043.65,0,,10.1,9.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
652,19/03/2023,Sun,2523.37,2776.24,3200,139.81,0,,7.3,5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
653,20/03/2023,Mon,2117.07,2695.36,2300,1243.01,0,,9.7,8.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
654,21/03/2023,Tue,1454.01,1736.33,2400,-84.68,0,,10.5,9.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
655,22/03/2023,Wed,2078.75,2680.62,2800,-12.76,0,,10.7,10,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
656,23/03/2023,Thu,1809.46,2292.77,3000,-140.17,0,,9.4,7.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
657,24/03/2023,Fri,3219.33,4184.42,4500,806.59,0,,8.7,6.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
658,25/03/2023,Sat,6710.78,7815.47,6800,2283.34,0,,9.6,7.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
659,26/03/2023,Sun,3014.77,3304.36,3200,851,0,,7.4,5.4,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
660,27/03/2023,Mon,1959.13,2518.13,2400,130.58,0,,7,5.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
661,28/03/2023,Tue,2411.08,2992.27,2400,802.02,0,,7.5,4.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
662,29/03/2023,Wed,2476.37,3472.47,2900,821.05,0,,10.8,10.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
663,30/03/2023,Thu,2672.71,3191.68,3000,324.7,0,,11.3,10.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
664,31/03/2023,Fri,4057.53,4983.23,5000,1063.82,0,,10.1,8.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
665,01/04/2023,Sat,6951.29,7580.32,7500,1399.65,0,,9.5,7.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
666,02/04/2023,Sun,3086.07,3316.67,3400,156.73,0,,7.6,5.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
667,03/04/2023,Mon,2435.03,2802.49,4000,3.3,0,,6,4.1,Clear,Clear conditions throughout the day.,clear-day
668,04/04/2023,Tue,2687.18,3208.71,3200,415.68,0,,6.4,5.1,Clear,Clear conditions throughout the day.,clear-day
669,05/04/2023,Wed,3925.35,4484.98,3600,2138.82,0,,7.5,6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
670,06/04/2023,Thu,3314.26,4305.82,3600,1435.33,0,,9.6,8.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
671,07/04/2023,Fri,2889.53,3266.96,3600,-1293.64,1,Good Friday,7.6,7.1,"Snow, Rain",Clear conditions throughout the day with morning rain or snow.,rain
672,08/04/2023,Sat,3263.73,3897.16,6500,-2011.04,0,,8.4,8.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
673,10/04/2023,Mon,4044.78,4425.19,4500,1156.88,0,,10.6,9.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
674,11/04/2023,Tue,2868.29,3322.22,3800,-139.33,0,,8.1,5.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
675,12/04/2023,Wed,4067.67,4781.22,3800,1035.2,0,,6.4,2.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
676,13/04/2023,Thu,3311.77,3760.16,3800,29.47,0,,7.9,5.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
677,14/04/2023,Fri,4616.2,5495.01,4300,1874.4,0,,6.7,4.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
678,15/04/2023,Sat,4395.24,5274.42,6000,1870.53,0,,8.3,7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
679,16/04/2023,Sun,3220.27,3569.17,2200,3569.17,0,,10.1,10,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
680,17/04/2023,Mon,2033.42,2411.29,2200,-1520.03,0,,11.5,11.4,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
681,18/04/2023,Tue,1725.33,2270.09,2200,125.93,0,,9.4,7.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
682,19/04/2023,Wed,1804.52,2490.58,2700,-281.03,0,,10.2,8.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
683,20/04/2023,Thu,2108.5,2609.24,2800,-417.14,0,,8.9,6.9,Rain,Clear conditions throughout the day with late afternoon rain.,rain
684,21/04/2023,Fri,3250.75,4304.74,4000,938.63,0,,6.6,4.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
685,22/04/2023,Sat,5281.99,6275.08,6200,2685.33,0,,6.5,5.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
686,23/04/2023,Sun,2852.62,3114.42,3300,1298.6,0,,9.5,8.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
687,24/04/2023,Mon,1953.07,2682.64,2200,884.44,0,,6.9,5.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
688,25/04/2023,Tue,1616.61,2153.72,2200,-32.09,0,,6.9,5.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
689,26/04/2023,Wed,2012.91,2349.05,2800,-440.29,0,,8.2,6.9,Overcast,Cloudy skies throughout the day.,cloudy
690,27/04/2023,Thu,2391.53,2988.12,3500,63.37,0,,9.2,8.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
691,28/04/2023,Fri,3062.82,4069.94,4800,476.65,0,,13,13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
692,29/04/2023,Sat,5060.41,5985.34,6800,636.4,0,,12.1,11.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
693,30/04/2023,Sun,3911.22,4092.86,3500,454.9,0,,10.4,10,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
694,01/05/2023,Mon,3202.1,3899.62,4200,-155.38,1,May Day,12.7,12.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
695,02/05/2023,Tue,1401.67,2012.37,3500,-53.29,0,,11.4,11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
696,03/05/2023,Wed,1445.66,1715.99,2600,-855.99,0,,11.5,10.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
697,04/05/2023,Thu,1659.21,2298.19,2600,-194.04,0,,11.7,10.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
698,05/05/2023,Fri,2320.59,3135.38,4800,-524.45,0,,13.4,13.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
699,06/05/2023,Sat,5386.19,5994.7,5000,1726.79,0,,12.6,12.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
700,07/05/2023,Sun,2192.26,2411.38,3500,417.11,0,,13.1,13.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
701,08/05/2023,Mon,4578.19,5063.03,4000,2506.51,1,Coronation of Charles III,12.2,12.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
702,09/05/2023,Tue,1704.03,2260.76,2190.54,-208.83,0,,12.9,12.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
703,10/05/2023,Wed,1864.58,2357.31,2617.28,-762.99,0,,12,11.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
704,11/05/2023,Thu,1571.83,2102.59,2878.1,-103.09,0,,12.1,11.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
705,12/05/2023,Fri,2216.28,2868.37,4254.68,-1058.29,0,,11.9,11.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
706,13/05/2023,Sat,4069.12,4750.64,5800,407.13,0,,11.5,10.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
707,14/05/2023,Sun,2727.51,3006.92,3200,134.23,0,,11.8,11.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
708,15/05/2023,Mon,1530.44,1921.11,2000,113.21,0,,11.8,11.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
709,16/05/2023,Tue,1333.25,1806.73,2000,211.91,0,,10.9,10.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
710,17/05/2023,Wed,1675.04,2398.86,2300,14.81,0,,12.1,12.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
711,18/05/2023,Thu,1798.2,2221.68,2500,-351.93,0,,13.9,13.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
712,19/05/2023,Fri,2856.86,3470.92,3800,-795.69,0,,13.4,13.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
713,20/05/2023,Sat,4049.95,4569.53,5600,-759.24,0,,12.9,12.4,Clear,Clear conditions throughout the day.,clear-day
714,21/05/2023,Sun,1730.62,1870.13,3000,-320.48,0,,13.3,12.9,Clear,Clear conditions throughout the day.,clear-day
715,22/05/2023,Mon,1686.04,2103.61,2400,-477.13,0,,14.4,14.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
716,23/05/2023,Tue,1435.14,1821.02,2000,100.96,0,,13.4,13.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
717,24/05/2023,Wed,1247.13,1762.61,2300,-967.88,0,,14.5,14.4,Clear,Clear conditions throughout the day.,clear-day
718,25/05/2023,Thu,1849.47,2721.44,2300,-708.36,0,,14.5,14.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
719,26/05/2023,Fri,2345.16,3171.9,3800,-1135.78,0,,14.4,14.2,Clear,Clear conditions throughout the day.,clear-day
720,27/05/2023,Sat,2899.93,3613.55,4800,-1507.78,0,,13.8,13.2,Clear,Clear conditions throughout the day.,clear-day
721,28/05/2023,Sun,1477.64,1754.37,2400,-1309.5,0,,15.8,15.7,Clear,Clear conditions throughout the day.,clear-day
722,29/05/2023,Mon,3812.25,4140.98,4000,-401.03,1,Spring Bank Holiday,12.9,12.3,Clear,Clear conditions throughout the day.,clear-day
723,30/05/2023,Tue,2135.58,2549.2,3400,-1288.93,0,,12.5,11.6,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
724,31/05/2023,Wed,3696.18,4327.2,3300,-16.12,0,,13,13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
725,01/06/2023,Thu,2898.58,3135.27,3300,-559.13,0,,13,12.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
726,02/06/2023,Fri,2787.78,3347.36,3600,886.68,0,,13,12.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
727,03/06/2023,Sat,3227.66,3880.45,4500,-768.66,0,,14,13.2,Clear,Clear conditions throughout the day.,clear-day
728,04/06/2023,Sun,1620.71,1806,2800,-1069.13,0,,15.5,15.1,Clear,Clear conditions throughout the day.,clear-day
729,05/06/2023,Mon,1422.93,1643.03,2200,-518.77,0,,12.8,12.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
